지역 / 제조사,식품명,식품대분류,식품상세분류,Sector,cleanMenu,TYPE
뽕뜨락피자,치즈스틱(7pcs),튀김류,기타 튀김류,피자,치즈스틱,
뽕뜨락피자,베이컨크림파스타,면 및 만두류,스파게티류,피자,베이컨크림파스타,
뽕뜨락피자,불갈비파스타,면 및 만두류,스파게티류,피자,불갈비파스타,
뽕뜨락피자,미트소스파스타,면 및 만두류,스파게티류,피자,미트소스파스타,
뽕뜨락피자,피클모듬세트,장아찌 및 절임류,장아찌.절임류,피자,피클모듬세트,
뽕뜨락피자,치포틀소스,기타,기타,피자,치포틀소스,
뽕뜨락피자,살사소스,기타,기타,피자,살사소스,
뽕뜨락피자,까망베르소스,기타,기타,피자,까망베르소스,
뽕뜨락피자,머스타드소스,기타,기타,피자,머스타드소스,
카페띠아모,꿀 자몽,아이스크림류,아이스크림류,카페,꿀 자몽,
카페띠아모,허니 레몬,아이스크림류,아이스크림류,카페,허니 레몬,
카페띠아모,복숭아,아이스크림류,아이스크림류,카페,복숭아,
카페띠아모,블루베리 솔베,아이스크림류,아이스크림류,카페,블루베리 솔베,
카페띠아모,망고 솔베,아이스크림류,아이스크림류,카페,망고 솔베,
카페띠아모,딸기 솔베,아이스크림류,아이스크림류,카페,딸기 솔베,
카페띠아모,블루베리 라떼,아이스크림류,아이스크림류,카페,블루베리 라떼,
카페띠아모,망고 라떼,아이스크림류,아이스크림류,카페,망고 라떼,
카페띠아모,딸기 라떼,아이스크림류,아이스크림류,카페,딸기 라떼,
카페띠아모,레몬,아이스크림류,아이스크림류,카페,레몬,
카페띠아모,바나나 품은 헤이즐넛 초코렛,아이스크림류,아이스크림류,카페,바나나 품은 헤이즐넛 초코렛,
카페띠아모,바나나 속 초코칩,아이스크림류,아이스크림류,카페,바나나 속 초코칩,
카페띠아모,헤이즐넛 초코렛,아이스크림류,아이스크림류,카페,헤이즐넛 초코렛,
카페띠아모,바나나,아이스크림류,아이스크림류,카페,바나나,
카페띠아모,카페 모카,아이스크림류,아이스크림류,카페,카페 모카,
카페띠아모,민트 초코,아이스크림류,아이스크림류,카페,민트 초코,
카페띠아모,바닐라 빈,아이스크림류,아이스크림류,카페,바닐라 빈,
카페띠아모,솔티드 카라멜,아이스크림류,아이스크림류,카페,솔티드 카라멜,
카페띠아모,바닐라,아이스크림류,아이스크림류,카페,바닐라,
카페띠아모,카라멜,아이스크림류,아이스크림류,카페,카라멜,
카페띠아모,마스카포네치즈,아이스크림류,아이스크림류,카페,마스카포네치즈,
카페띠아모,그린티,아이스크림류,아이스크림류,카페,그린티,
카페띠아모,피넛버터 & 젤리,아이스크림류,아이스크림류,카페,피넛버터  젤리,
카페띠아모,스트라치아텔라,아이스크림류,아이스크림류,카페,스트라치아텔라,
카페띠아모,그린티 티라미수,아이스크림류,아이스크림류,카페,그린티 티라미수,
카페띠아모,티라미수,아이스크림류,아이스크림류,카페,티라미수,
카페띠아모,쿠키 & 크림,아이스크림류,아이스크림류,카페,쿠키  크림,
카페띠아모,초코렛,아이스크림류,아이스크림류,카페,초코렛,
카페띠아모,땅콩 바나나,아이스크림류,아이스크림류,카페,땅콩 바나나,
카페띠아모,솜사탕,아이스크림류,아이스크림류,카페,솜사탕,
카페띠아모,다크초코렛,아이스크림류,아이스크림류,카페,다크초코렛,
카페띠아모,리코타,아이스크림류,아이스크림류,카페,리코타,
카페띠아모,크리미 요거트,아이스크림류,아이스크림류,카페,크리미 요거트,
카페띠아모,요거트,아이스크림류,아이스크림류,카페,요거트,
카페띠아모,화이트 초코렛+레인보우 토핑콘,아이스크림류,아이스크림류,카페,화이트 초코렛레인보우 토핑콘,
카페띠아모,다크 초코렛+오레오 토핑콘,아이스크림류,아이스크림류,카페,다크 초코렛오레오 토핑콘,
카페띠아모,플레인 와플콘,아이스크림류,아이스크림류,카페,플레인 와플콘,
카페띠아모,레드 포레스트,아이스크림류,아이스크림류,카페,레드 포레스트,
카페띠아모,더블 초코 바나나,아이스크림류,아이스크림류,카페,더블 초코 바나나,
카페띠아모,망고 요거트,아이스크림류,아이스크림류,카페,망고 요거트,
카페띠아모,솔티드 카초멜리아,아이스크림류,아이스크림류,카페,솔티드 카초멜리아,
카페띠아모,카초멜리아,아이스크림류,아이스크림류,카페,카초멜리아,
카페띠아모,딸기 요거트,아이스크림류,아이스크림류,카페,딸기 요거트,
카페띠아모,블루베리 요거트,아이스크림류,아이스크림류,카페,블루베리 요거트,
카페띠아모,케냐 니에리,음료 및 차류,커피류,카페,케냐 니에리,
카페띠아모,에티오피아 게라,음료 및 차류,커피류,카페,에티오피아 게라,
카페띠아모,브라질 만티게이라 BSCA,음료 및 차류,커피류,카페,브라질 만티게이라,
카페띠아모,과테말라 누에보 오리엔테,음료 및 차류,커피류,카페,과테말라 누에보 오리엔테,
카페띠아모,더치 블랙 - 에티오피아 예가체프,음료 및 차류,커피류,카페,더치 블랙  에티오피아 예가체프,
카페띠아모,더치 블랙 - 케냐AA,음료 및 차류,커피류,카페,더치 블랙  케냐,
카페띠아모,더치 오션,음료 및 차류,커피류,카페,더치 오션,
카페띠아모,더치 썬셋,음료 및 차류,커피류,카페,더치 썬셋,
카페띠아모,에스프레소 블랙 N2,음료 및 차류,커피류,카페,에스프레소 블랙,
카페띠아모,돌체 카푸치노 N2,음료 및 차류,커피류,카페,돌체 카푸치노,
카페띠아모,에스프레소,음료 및 차류,커피류,카페,에스프레소,
카페띠아모,에스프레소 마끼아또,음료 및 차류,커피류,카페,에스프레소 마끼아또,
카페띠아모,에스프레소 콘파냐,음료 및 차류,커피류,카페,에스프레소 콘파냐,
카페띠아모,아메리카노,음료 및 차류,커피류,카페,아메리카노,
카페띠아모,카페라떼,음료 및 차류,커피류,카페,카페라떼,
카페띠아모,바닐라 카페라떼,음료 및 차류,커피류,카페,바닐라 카페라떼,
카페띠아모,카라멜 카페라떼,음료 및 차류,커피류,카페,카라멜 카페라떼,
카페띠아모,헤이즐넛 카페라떼,음료 및 차류,커피류,카페,헤이즐넛 카페라떼,
카페띠아모,카푸치노,음료 및 차류,커피류,카페,카푸치노,
카페띠아모,카페모카,음료 및 차류,커피류,카페,카페모카,
카페띠아모,화이트모카,음료 및 차류,커피류,카페,화이트모카,
카페띠아모,민트모카,음료 및 차류,커피류,카페,민트모카,
카페띠아모,카라멜마끼아또,음료 및 차류,커피류,카페,카라멜마끼아또,
카페띠아모,아이스 아메리카노,음료 및 차류,커피류,카페,아이스 아메리카노,
카페띠아모,아이스 카페라떼,음료 및 차류,커피류,카페,아이스 카페라떼,
카페띠아모,아이스 바닐라 카페라떼,음료 및 차류,커피류,카페,아이스 바닐라 카페라떼,
카페띠아모,아이스 헤이즐넛 카페라떼,음료 및 차류,커피류,카페,아이스 헤이즐넛 카페라떼,
카페띠아모,아이스 카푸치노,음료 및 차류,커피류,카페,아이스 카푸치노,
카페띠아모,아이스 카페모카,음료 및 차류,커피류,카페,아이스 카페모카,
카페띠아모,아이스 화이트모카,음료 및 차류,커피류,카페,아이스 화이트모카,
카페띠아모,아이스 민트모카,음료 및 차류,커피류,카페,아이스 민트모카,
카페띠아모,아이스 카라멜마끼아또,음료 및 차류,커피류,카페,아이스 카라멜마끼아또,
카페띠아모,아포가토,음료 및 차류,커피류,카페,아포가토,
카페띠아모,다크초코 라떼,음료 및 차류,기타 음료류,카페,다크초코 라떼,
카페띠아모,민트 초콜릿 라떼,음료 및 차류,기타 음료류,카페,민트 초콜릿 라떼,
카페띠아모,그린티 라떼,음료 및 차류,기타 음료류,카페,그린티 라떼,
카페띠아모,홍차라떼,음료 및 차류,기타 음료류,카페,홍차라떼,
카페띠아모,아이스 다크초코 라떼,음료 및 차류,기타 음료류,카페,아이스 다크초코 라떼,
카페띠아모,아이스 민트 초콜릿 라떼,음료 및 차류,기타 음료류,카페,아이스 민트 초콜릿 라떼,
카페띠아모,아이스 고구마 라떼,음료 및 차류,기타 음료류,카페,아이스 고구마 라떼,
카페띠아모,아이스 그린티 라떼,음료 및 차류,기타 음료류,카페,아이스 그린티 라떼,
카페띠아모,아이스 홍차 라떼,음료 및 차류,기타 음료류,카페,아이스 홍차 라떼,
카페띠아모,레몬 아이스티,음료 및 차류,차류,카페,레몬 아이스티,
카페띠아모,복숭아 아이스티,음료 및 차류,차류,카페,복숭아 아이스티,
카페띠아모,레몬티,음료 및 차류,차류,카페,레몬티,
카페띠아모,아이스 레몬티,음료 및 차류,차류,카페,아이스 레몬티,
카페띠아모,허브티,음료 및 차류,차류,카페,허브티,
카페띠아모,아이스 허브티,음료 및 차류,차류,카페,아이스 허브티,
카페띠아모,홍차,음료 및 차류,차류,카페,홍차,
카페띠아모,아이스 홍차,음료 및 차류,차류,카페,아이스 홍차,
카페띠아모,녹차,음료 및 차류,차류,카페,녹차,
카페띠아모,아이스 녹차,음료 및 차류,차류,카페,아이스 녹차,
카페띠아모,딸기주스,음료 및 차류,과일.채소음료류,카페,딸기주스,
카페띠아모,토마토 주스,음료 및 차류,과일.채소음료류,카페,토마토 주스,
카페띠아모,키위주스,음료 및 차류,과일.채소음료류,카페,키위주스,
카페띠아모,베리&바나나 주스,음료 및 차류,과일.채소음료류,카페,베리바나나 주스,
카페띠아모,스위티 파이,음료 및 차류,탄산음료류,카페,스위티 파이,
카페띠아모,마이 몽키,음료 및 차류,탄산음료류,카페,마이 몽키,
카페띠아모,러브 미,음료 및 차류,탄산음료류,카페,러브 미,
카페띠아모,레몬에이드,음료 및 차류,탄산음료류,카페,레몬에이드,
카페띠아모,오렌지에이드,음료 및 차류,탄산음료류,카페,오렌지에이드,
카페띠아모,자몽에이드,음료 및 차류,탄산음료류,카페,자몽에이드,
카페띠아모,젤라또 쉐이크,음료 및 차류,스무디류,카페,젤라또 쉐이크,
카페띠아모,플레인 요거트 스무디,음료 및 차류,스무디류,카페,플레인 요거트 스무디,
카페띠아모,딸기 요거트 스무디,음료 및 차류,스무디류,카페,딸기 요거트 스무디,
카페띠아모,블루베리 요거트 스무디,음료 및 차류,스무디류,카페,블루베리 요거트 스무디,
카페띠아모,아이스 모카 블렌디모,음료 및 차류,스무디류,카페,아이스 모카 블렌디모,
카페띠아모,아이스 카라멜 블렌디모,음료 및 차류,스무디류,카페,아이스 카라멜 블렌디모,
카페띠아모,아이스 그린티 블렌디모,음료 및 차류,스무디류,카페,아이스 그린티 블렌디모,
카페띠아모,아이스 초콜릿 블렌디모,음료 및 차류,스무디류,카페,아이스 초콜릿 블렌디모,
카페띠아모,아이스 민트초코칩 블렌디모,음료 및 차류,스무디류,카페,아이스 민트초코칩 블렌디모,
카페띠아모,아이스 민트모카 블렌디모,음료 및 차류,스무디류,카페,아이스 민트모카 블렌디모,
카페띠아모,플레인 / 어니언 / 블루베리 베이글,빵류,식빵류,카페,플레인  어니언  블루베리 베이글,
카페띠아모,치즈 / 초코칩 / 블루베리 머핀,빵류,케이크류,카페,치즈  초코칩  블루베리 머핀,
카페띠아모,플레인 에그디쉬,빵류,기타 빵류,카페,플레인 에그디쉬,
카페띠아모,블루베리 에그디쉬,빵류,기타 빵류,카페,블루베리 에그디쉬,
카페띠아모,이탈리안 에그디쉬,빵류,기타 빵류,카페,이탈리안 에그디쉬,
카페띠아모,갈릭 치즈 부기브레드,빵류,기타 빵류,카페,갈릭 치즈 부기브레드,
카페띠아모,토마토 치즈 부기브레드,빵류,기타 빵류,카페,토마토 치즈 부기브레드,
카페띠아모,허니브레드,빵류,기타 빵류,카페,허니브레드,
카페띠아모,젤라또 브레드,빵류,기타 빵류,카페,젤라또 브레드,
카페띠아모,크로크무슈,빵류,샌드위치류,카페,크로크무슈,
카페띠아모,베이컨 치즈 팟파이,빵류,샌드위치류,카페,베이컨 치즈 팟파이,
카페띠아모,치킨 팟파이,빵류,샌드위치류,카페,치킨 팟파이,
카페띠아모,불고기 브리또,빵류,샌드위치류,카페,불고기 브리또,
카페띠아모,핫칠리치킨 브리또,빵류,샌드위치류,카페,핫칠리치킨 브리또,
카페띠아모,쿠키&크림 번버거,빵류,기타 빵류,카페,쿠키크림 번버거,
카페띠아모,티라미수 번버거,빵류,기타 빵류,카페,티라미수 번버거,
카페띠아모,쿠키&크림 번버거 + 아메리카노 SET,기타,기타,카페,쿠키크림 번버거  아메리카노,
카페띠아모,티라미수 번버거 + 아메리카노 SET,기타,기타,카페,티라미수 번버거  아메리카노,
카페띠아모,수플레 치즈케잌,빵류,케이크류,카페,수플레 치즈케잌,
카페띠아모,티라미수 케잌,빵류,케이크류,카페,티라미수 케잌,
카페띠아모,초코무스 케잌,빵류,케이크류,카페,초코무스 케잌,
카페띠아모,레드벨벳 요거트 롤,빵류,케이크류,카페,레드벨벳 요거트 롤,
카페띠아모,그린티 롤,빵류,케이크류,카페,그린티 롤,
카페띠아모,티라미수 샌디,빵류,기타 빵류,카페,티라미수 샌디,
카페띠아모,리코타 딸기 샌디,빵류,기타 빵류,카페,리코타 딸기 샌디,
카페띠아모,쿠키 & 크림 샌디,빵류,기타 빵류,카페,쿠키  크림 샌디,
카페띠아모,클래식 플레인 와플,빵류,기타 빵류,카페,클래식 플레인 와플,
카페띠아모,클래식 블루베리 와플,빵류,기타 빵류,카페,클래식 블루베리 와플,
카페띠아모,클래식 마롱 와플,빵류,기타 빵류,카페,클래식 마롱 와플,
카페띠아모,플레인와플&젤라또,빵류,기타 빵류,카페,플레인와플젤라또,
카페띠아모,블루베리와플&젤라또,빵류,기타 빵류,카페,블루베리와플젤라또,
